Age,Attrition,EmployeeNumber,Gender,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus, MonthlyIncome ,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
57,No,223,Male,Travel_Rarely,Research & Development,24,2,Life Sciences,3,4,3,Healthcare Representative,4,Divorced,9439,3,Y,Yes,16,3,2,12,2,1,5,3,1,4
27,No,224,Male,Non-Travel,Research & Development,3,3,Medical,3,2,1,Research Scientist,3,Divorced,2566,1,Y,Yes,15,3,4,1,2,2,1,1,0,1
50,No,226,Female,Travel_Rarely,Research & Development,11,3,Life Sciences,3,3,5,Manager,2,Single,19926,3,Y,No,15,3,2,21,5,3,5,4,4,4
41,No,227,Male,Travel_Rarely,Research & Development,14,3,Life Sciences,1,3,1,Research Scientist,3,Divorced,2451,4,Y,No,12,3,1,13,2,3,9,8,1,8
30,No,228,Female,Travel_Rarely,Sales,5,3,Life Sciences,2,3,3,Sales Executive,4,Married,9419,2,Y,No,12,3,3,12,2,3,10,9,7,4
38,No,230,Female,Travel_Rarely,Sales,1,4,Life Sciences,1,2,2,Sales Executive,4,Single,8686,4,Y,No,22,4,3,12,2,4,8,3,0,7
32,No,231,Male,Travel_Rarely,Research & Development,6,5,Life Sciences,3,3,1,Research Scientist,3,Single,3038,3,Y,No,20,4,1,8,2,3,5,4,1,4
27,No,233,Male,Travel_Rarely,Research & Development,17,3,Technical Degree,3,3,1,Research Scientist,2,Married,3058,0,Y,Yes,16,3,4,6,3,2,5,2,1,1
19,Yes,235,Female,Travel_Frequently,Sales,1,1,Technical Degree,3,1,1,Sales Representative,1,Single,2325,0,Y,No,21,4,1,1,5,4,0,0,0,0
36,No,238,Male,Travel_Frequently,Research & Development,3,2,Medical,4,3,1,Laboratory Technician,2,Single,2088,4,Y,No,12,3,3,13,3,2,8,7,7,2
30,No,239,Male,Non-Travel,Research & Development,9,3,Medical,3,3,2,Laboratory Technician,1,Divorced,3072,1,Y,No,11,3,3,12,4,3,12,9,6,10
45,No,240,Female,Travel_Rarely,Sales,4,2,Life Sciences,3,3,2,Sales Executive,1,Divorced,5006,4,Y,Yes,11,3,1,9,3,4,5,4,0,3
56,No,241,Female,Travel_Rarely,Research & Development,8,3,Life Sciences,3,3,1,Research Scientist,1,Divorced,4257,4,Y,Yes,18,3,3,19,3,3,2,2,2,2
33,No,242,Male,Travel_Rarely,Research & Development,2,3,Life Sciences,3,3,1,Research Scientist,4,Single,2500,0,Y,No,14,3,1,4,2,4,3,1,0,2
19,Yes,243,Male,Travel_Rarely,Research & Development,2,3,Life Sciences,2,2,1,Laboratory Technician,4,Single,1102,1,Y,No,22,4,3,1,3,2,1,0,1,0
46,No,244,Female,Travel_Rarely,Sales,1,2,Marketing,2,3,3,Sales Executive,1,Divorced,10453,1,Y,No,25,4,3,24,2,3,24,13,15,7
38,No,245,Female,Travel_Rarely,Research & Development,9,2,Life Sciences,3,3,1,Laboratory Technician,4,Single,2288,1,Y,No,12,3,3,2,3,3,2,2,2,1
31,No,246,Female,Travel_Rarely,Research & Development,12,1,Medical,3,3,1,Research Scientist,4,Married,3929,8,Y,Yes,23,4,3,7,0,3,4,2,0,2
34,No,247,Female,Travel_Rarely,Research & Development,27,2,Medical,4,3,1,Research Scientist,2,Single,2311,2,Y,No,15,3,4,9,3,3,3,2,1,2
41,Yes,248,Female,Travel_Rarely,Sales,20,2,Marketing,2,3,1,Sales Representative,2,Single,3140,1,Y,Yes,22,4,4,4,5,2,4,3,0,2
50,No,249,Male,Travel_Rarely,Research & Development,1,3,Medical,3,2,1,Laboratory Technician,3,Married,3690,2,Y,No,15,3,4,5,2,2,3,2,0,2
53,No,250,Female,Travel_Rarely,Research & Development,13,2,Medical,4,4,2,Manufacturing Director,1,Divorced,4450,1,Y,No,11,3,3,5,3,3,4,2,1,3
33,No,252,Female,Travel_Rarely,Research & Development,14,3,Medical,4,3,1,Research Scientist,2,Married,2756,1,Y,No,13,3,4,8,5,3,8,7,1,6
40,No,253,Female,Travel_Rarely,Research & Development,4,1,Medical,4,3,5,Manager,3,Married,19033,1,Y,No,14,3,2,21,2,3,20,8,9,9
55,No,254,Male,Travel_Rarely,Research & Development,14,4,Medical,3,4,5,Research Director,2,Single,18722,8,Y,No,11,3,4,36,3,3,24,15,2,15
34,No,256,Male,Travel_Frequently,Research & Development,2,1,Life Sciences,4,2,2,Manufacturing Director,3,Married,9547,1,Y,No,17,3,3,10,2,2,10,9,1,9
51,No,258,Female,Travel_Rarely,Research & Development,3,3,Medical,4,3,4,Healthcare Representative,2,Single,13734,3,Y,No,18,3,3,21,6,3,7,7,1,0
52,No,259,Male,Travel_Rarely,Research & Development,1,4,Life Sciences,3,2,5,Manager,3,Married,19999,0,Y,No,14,3,1,34,5,3,33,18,11,9
27,No,260,Female,Travel_Rarely,Research & Development,9,3,Medical,4,3,1,Research Scientist,2,Single,2279,1,Y,No,16,3,4,7,2,2,7,7,0,3
35,Yes,261,Male,Travel_Rarely,Research & Development,23,2,Life Sciences,2,2,2,Manufacturing Director,3,Married,5916,3,Y,Yes,13,3,1,8,1,3,1,0,0,1
43,No,262,Male,Non-Travel,Research & Development,7,3,Medical,4,4,1,Research Scientist,4,Divorced,2089,4,Y,No,14,3,4,7,3,4,5,4,2,2
45,No,264,Male,Non-Travel,Research & Development,2,2,Medical,1,2,4,Manager,4,Married,16792,9,Y,No,23,4,4,22,1,3,20,8,11,8
37,No,267,Male,Travel_Rarely,Research & Development,21,3,Life Sciences,2,4,1,Research Scientist,1,Married,3564,1,Y,Yes,12,3,1,8,3,2,8,7,1,7
35,No,269,Female,Travel_Frequently,Research & Development,2,3,Medical,2,3,2,Laboratory Technician,2,Single,4425,5,Y,No,11,3,4,10,5,3,6,2,1,2
42,No,270,Female,Non-Travel,Research & Development,21,2,Medical,3,3,2,Manufacturing Director,3,Divorced,5265,2,Y,No,16,3,2,11,5,3,5,3,0,2
38,No,271,Male,Travel_Rarely,Research & Development,2,4,Life Sciences,4,3,2,Manufacturing Director,3,Married,6553,9,Y,No,14,3,2,14,3,3,1,0,0,0
38,No,273,Male,Travel_Rarely,Research & Development,29,3,Technical Degree,4,3,2,Manufacturing Director,4,Married,6261,3,Y,No,18,3,1,9,3,1,7,7,1,7
27,No,274,Male,Travel_Frequently,Research & Development,1,1,Technical Degree,3,2,2,Manufacturing Director,1,Married,4298,5,Y,No,19,3,3,6,1,3,2,2,2,0
49,No,275,Male,Non-Travel,Research & Development,18,4,Life Sciences,4,3,2,Manufacturing Director,4,Divorced,6804,1,Y,Yes,15,3,1,7,0,3,7,7,1,7
34,No,277,Male,Travel_Frequently,Research & Development,10,4,Medical,4,3,1,Research Scientist,3,Divorced,3815,1,Y,Yes,17,3,4,5,4,4,5,3,2,0
40,No,281,Male,Travel_Rarely,Research & Development,19,2,Medical,3,3,2,Laboratory Technician,4,Married,2741,8,Y,Yes,15,3,3,15,2,4,7,2,3,7
38,Yes,282,Male,Travel_Rarely,Research & Development,29,1,Medical,2,3,2,Healthcare Representative,1,Married,6673,7,Y,Yes,19,3,2,17,2,3,1,0,0,0
29,Yes,283,Female,Travel_Rarely,Sales,27,3,Marketing,2,3,3,Sales Executive,4,Married,7639,1,Y,No,22,4,4,10,3,2,10,4,1,9
22,No,284,Male,Travel_Rarely,Research & Development,5,3,Life Sciences,4,4,1,Research Scientist,2,Divorced,2328,1,Y,Yes,16,3,1,4,2,2,4,2,2,2
36,No,286,Female,Travel_Frequently,Research & Development,18,1,Medical,2,3,1,Laboratory Technician,4,Single,2153,1,Y,No,13,3,1,8,2,3,8,1,1,7
40,No,287,Male,Non-Travel,Research & Development,9,5,Life Sciences,4,2,2,Healthcare Representative,4,Married,4876,9,Y,No,14,3,4,5,5,1,3,2,0,2
46,No,288,Male,Travel_Rarely,Research & Development,1,4,Medical,4,3,3,Healthcare Representative,1,Divorced,9396,7,Y,No,16,3,3,17,3,3,4,2,0,3
32,Yes,291,Male,Travel_Rarely,Sales,4,4,Medical,4,1,3,Sales Executive,4,Married,10400,1,Y,No,11,3,3,14,2,2,14,8,9,8
30,No,292,Male,Non-Travel,Research & Development,1,1,Life Sciences,3,2,3,Manufacturing Director,3,Single,8474,1,Y,No,22,4,3,12,2,3,11,8,5,8
27,No,293,Female,Travel_Frequently,Sales,20,3,Life Sciences,4,3,2,Sales Executive,3,Single,9981,1,Y,No,14,3,4,7,2,3,7,7,0,7
51,No,296,Male,Travel_Rarely,Research & Development,8,4,Life Sciences,2,2,3,Research Director,2,Married,12490,5,Y,No,16,3,4,16,5,1,10,9,4,7
30,Yes,297,Female,Travel_Rarely,Research & Development,3,3,Technical Degree,4,3,1,Research Scientist,1,Single,2657,5,Y,Yes,11,3,3,8,5,3,5,2,0,4
41,No,298,Female,Travel_Rarely,Sales,6,3,Life Sciences,4,3,3,Manager,4,Single,13591,3,Y,Yes,18,3,3,16,3,3,1,0,0,0
30,Yes,299,Female,Travel_Frequently,Sales,26,4,Marketing,3,2,2,Sales Executive,1,Single,6696,5,Y,No,15,3,3,9,5,2,6,3,0,1
29,Yes,300,Male,Travel_Rarely,Research & Development,1,3,Technical Degree,3,3,1,Research Scientist,3,Single,2058,0,Y,No,14,3,4,7,1,2,6,2,1,5
45,No,302,Female,Non-Travel,Sales,6,3,Medical,4,2,3,Sales Executive,4,Single,8865,6,Y,No,12,3,4,23,2,3,19,7,12,8
54,No,303,Female,Travel_Rarely,Sales,3,3,Marketing,4,3,2,Sales Executive,1,Married,5940,2,Y,No,14,3,4,16,4,3,6,2,0,5
36,No,304,Male,Travel_Rarely,Research & Development,5,2,Life Sciences,4,3,2,Laboratory Technician,2,Single,5914,8,Y,No,16,3,4,16,3,4,13,11,3,7
33,No,305,Female,Travel_Rarely,Research & Development,4,4,Medical,3,2,1,Research Scientist,2,Married,2622,6,Y,No,21,4,4,7,3,3,3,2,1,1
37,No,306,Male,Travel_Frequently,Research & Development,11,3,Other,2,3,3,Research Director,4,Divorced,12185,1,Y,Yes,14,3,3,10,1,3,10,8,0,7
38,No,307,Male,Travel_Rarely,Sales,3,3,Life Sciences,1,3,3,Sales Executive,3,Divorced,10609,0,Y,No,12,3,3,17,6,2,16,10,5,13
31,No,308,Male,Non-Travel,Research & Development,1,4,Medical,3,1,2,Manufacturing Director,3,Married,4345,0,Y,No,12,3,4,6,2,3,5,4,1,4
59,No,309,Male,Travel_Rarely,Research & Development,3,3,Life Sciences,3,2,1,Research Scientist,4,Married,2177,3,Y,No,17,3,1,7,6,3,1,0,0,0
37,No,311,Male,Travel_Frequently,Sales,4,4,Marketing,1,3,1,Sales Representative,4,Divorced,2793,4,Y,No,17,3,3,13,2,3,9,8,5,8
29,No,312,Female,Travel_Frequently,Sales,1,1,Medical,2,3,3,Sales Executive,4,Married,7918,1,Y,No,14,3,4,11,5,3,11,10,4,1
35,No,314,Female,Travel_Frequently,Sales,1,3,Marketing,3,3,3,Sales Executive,3,Single,8789,1,Y,No,14,3,1,10,3,4,10,7,0,8
29,Yes,315,Male,Travel_Rarely,Research & Development,18,1,Medical,3,2,1,Research Scientist,4,Single,2389,1,Y,Yes,13,3,3,4,3,2,4,3,0,1
52,No,316,Female,Travel_Rarely,Research & Development,2,3,Life Sciences,3,2,1,Laboratory Technician,4,Single,3212,7,Y,No,15,3,2,6,3,2,2,2,2,2
42,No,319,Male,Travel_Rarely,Research & Development,4,2,Technical Degree,3,3,5,Manager,4,Married,19232,1,Y,No,11,3,4,22,3,3,22,17,11,15
59,No,321,Male,Travel_Rarely,Human Resources,6,2,Medical,2,3,1,Human Resources,3,Married,2267,8,Y,No,17,3,4,7,2,2,2,2,2,2
50,No,323,Female,Travel_Rarely,Sales,1,4,Medical,4,3,5,Manager,4,Divorced,19517,3,Y,No,11,3,3,32,3,2,7,0,0,6
33,Yes,325,Male,Travel_Rarely,Research & Development,14,3,Medical,3,3,1,Laboratory Technician,4,Married,2436,5,Y,Yes,13,3,3,8,2,1,5,4,0,4
43,No,327,Female,Travel_Rarely,Sales,16,3,Marketing,4,3,4,Manager,4,Married,16064,5,Y,Yes,22,4,3,22,3,3,17,13,1,9
33,Yes,328,Female,Travel_Rarely,Research & Development,2,2,Life Sciences,1,3,1,Laboratory Technician,1,Married,2707,7,Y,No,20,4,1,13,3,4,9,7,1,7
52,No,329,Male,Non-Travel,Sales,2,4,Life Sciences,1,2,5,Manager,3,Single,19068,1,Y,Yes,18,3,4,33,2,4,33,7,15,12
32,No,330,Female,Travel_Rarely,Sales,4,2,Life Sciences,3,3,1,Sales Representative,2,Married,3931,2,Y,No,11,3,1,6,5,3,4,3,1,2
32,Yes,331,Male,Travel_Rarely,Research & Development,1,3,Life Sciences,4,2,1,Laboratory Technician,3,Single,3730,0,Y,Yes,14,3,4,4,2,1,3,2,1,2
39,No,332,Female,Travel_Rarely,Research & Development,1,4,Medical,3,3,1,Laboratory Technician,3,Divorced,2232,7,Y,No,14,3,3,7,1,3,3,2,1,2
32,No,333,Male,Non-Travel,Sales,26,4,Marketing,3,3,2,Sales Executive,4,Married,4465,0,Y,No,18,3,1,4,2,3,3,2,2,2
41,No,334,Male,Travel_Rarely,Research & Development,19,2,Life Sciences,3,3,2,Research Scientist,1,Divorced,3072,2,Y,No,16,3,1,17,2,2,1,0,0,0
40,No,335,Male,Travel_Rarely,Research & Development,24,2,Technical Degree,1,3,2,Research Scientist,4,Divorced,3319,1,Y,No,17,3,1,9,3,3,9,8,4,7
45,No,336,Male,Travel_Rarely,Research & Development,1,3,Other,3,4,5,Manager,4,Married,19202,0,Y,No,11,3,3,25,2,3,24,0,1,7
31,No,337,Male,Travel_Frequently,Research & Development,3,4,Medical,2,3,3,Research Director,3,Divorced,13675,9,Y,No,12,3,1,9,3,3,2,2,2,2
33,No,338,Female,Travel_Rarely,Research & Development,5,4,Life Sciences,3,2,1,Research Scientist,4,Married,2911,1,Y,No,13,3,3,2,2,2,2,2,0,2
34,No,339,Male,Travel_Rarely,Research & Development,2,4,Life Sciences,4,2,2,Manufacturing Director,1,Married,5957,6,Y,No,13,3,2,13,3,3,11,9,5,9
37,No,340,Female,Travel_Rarely,Research & Development,1,2,Medical,3,2,1,Research Scientist,1,Married,3920,2,Y,No,14,3,1,17,2,2,3,1,0,2
45,No,341,Male,Travel_Frequently,Research & Development,7,4,Life Sciences,1,4,2,Manufacturing Director,3,Married,6434,4,Y,No,17,3,4,9,1,3,3,2,0,2
37,Yes,342,Male,Travel_Frequently,Research & Development,10,3,Medical,1,3,3,Manufacturing Director,3,Divorced,10048,6,Y,No,11,3,2,17,5,3,1,0,0,0
39,No,343,Female,Travel_Frequently,Research & Development,2,4,Technical Degree,3,3,3,Healthcare Representative,3,Single,10938,0,Y,No,25,4,4,20,1,3,19,6,11,8
29,No,346,Male,Travel_Rarely,Research & Development,15,3,Life Sciences,3,3,1,Research Scientist,4,Single,2340,1,Y,No,19,3,1,6,1,3,6,5,1,5
42,No,347,Female,Travel_Rarely,Research & Development,17,2,Life Sciences,4,4,2,Research Scientist,1,Single,6545,3,Y,Yes,13,3,3,10,1,3,3,2,0,2
29,No,349,Male,Travel_Rarely,Sales,20,2,Marketing,4,3,2,Sales Executive,4,Divorced,6931,2,Y,No,14,3,4,10,2,3,3,2,0,2
25,No,350,Female,Travel_Rarely,Research & Development,1,3,Life Sciences,1,3,2,Manufacturing Director,3,Married,4898,0,Y,No,12,3,4,5,3,3,4,2,1,2
42,No,351,Female,Travel_Rarely,Research & Development,2,3,Medical,4,2,1,Laboratory Technician,1,Divorced,2593,0,Y,Yes,11,3,3,10,4,3,9,6,7,8
40,No,352,Male,Travel_Rarely,Research & Development,2,2,Medical,1,3,5,Research Director,3,Divorced,19436,0,Y,No,19,3,4,22,5,3,21,7,3,9
51,No,353,Male,Travel_Rarely,Research & Development,1,3,Life Sciences,3,3,1,Research Scientist,4,Married,2723,1,Y,No,11,3,2,1,0,2,1,0,0,0
31,Yes,355,Male,Travel_Frequently,Research & Development,29,2,Medical,3,2,1,Laboratory Technician,2,Single,3479,0,Y,No,11,3,2,6,2,4,5,4,1,4
32,No,359,Male,Travel_Frequently,Research & Development,7,3,Life Sciences,2,4,1,Laboratory Technician,2,Married,2794,1,Y,No,20,4,3,5,3,1,5,1,0,3
38,No,361,Male,Non-Travel,Sales,2,2,Life Sciences,4,2,2,Sales Executive,4,Married,5249,3,Y,No,18,3,4,13,0,3,8,7,7,5
32,No,362,Male,Travel_Rarely,Research & Development,2,1,Technical Degree,4,2,2,Laboratory Technician,1,Single,2176,4,Y,No,13,3,4,9,5,3,6,2,0,4
46,No,363,Female,Travel_Rarely,Sales,2,3,Technical Degree,3,1,4,Manager,2,Married,16872,3,Y,Yes,12,3,2,28,2,2,7,7,7,7
28,Yes,364,Male,Travel_Rarely,Research & Development,2,4,Life Sciences,1,3,1,Laboratory Technician,3,Single,3485,2,Y,No,11,3,3,5,5,1,0,0,0,0
29,No,366,Male,Travel_Rarely,Sales,2,3,Medical,1,2,2,Sales Executive,2,Married,6644,2,Y,No,19,3,2,10,2,3,0,0,0,0
31,No,367,Male,Travel_Rarely,Research & Development,23,3,Medical,2,2,2,Healthcare Representative,4,Married,5582,0,Y,No,21,4,2,10,2,3,9,0,7,8
25,No,369,Male,Non-Travel,Research & Development,5,2,Life Sciences,2,4,2,Healthcare Representative,1,Divorced,4000,1,Y,No,12,3,4,6,2,3,6,3,1,5
45,No,372,Male,Travel_Rarely,Research & Development,20,2,Medical,3,3,4,Healthcare Representative,4,Married,13496,0,Y,Yes,14,3,2,21,2,3,20,7,4,10
36,No,373,Male,Travel_Rarely,Research & Development,6,3,Life Sciences,4,3,1,Laboratory Technician,4,Married,3210,0,Y,No,11,3,3,16,4,3,15,13,10,11
55,No,374,Male,Travel_Rarely,Research & Development,1,3,Medical,4,3,5,Manager,1,Single,19045,0,Y,Yes,14,3,3,37,2,3,36,10,4,13
47,Yes,376,Male,Non-Travel,Research & Development,29,4,Life Sciences,1,3,3,Manager,2,Married,11849,1,Y,Yes,12,3,4,10,2,2,10,7,9,9
28,No,377,Male,Travel_Rarely,Research & Development,9,3,Medical,4,3,1,Research Scientist,4,Married,2070,1,Y,No,23,4,4,5,3,2,5,2,0,4
37,No,378,Male,Travel_Rarely,Sales,6,4,Medical,3,3,2,Sales Executive,4,Married,6502,4,Y,No,14,3,2,7,5,4,5,4,0,1
21,No,379,Male,Travel_Rarely,Research & Development,3,2,Medical,4,2,1,Research Scientist,3,Single,3230,1,Y,No,17,3,1,3,4,4,3,2,1,0
37,No,380,Female,Non-Travel,Research & Development,1,4,Medical,1,3,3,Research Director,4,Divorced,13603,2,Y,Yes,18,3,1,15,2,3,5,2,0,2
35,No,381,Female,Travel_Rarely,Research & Development,22,3,Life Sciences,2,4,3,Manager,2,Divorced,11996,7,Y,No,18,3,2,10,6,2,7,7,6,2
38,No,382,Female,Travel_Rarely,Sales,7,2,Medical,1,4,2,Sales Executive,1,Divorced,5605,1,Y,Yes,24,4,3,8,3,3,8,0,7,7
26,No,384,Female,Travel_Frequently,Research & Development,1,3,Life Sciences,3,3,2,Manufacturing Director,2,Divorced,6397,1,Y,No,20,4,1,6,6,1,6,5,1,4
50,No,385,Male,Travel_Rarely,Research & Development,4,1,Life Sciences,1,3,5,Research Director,2,Divorced,19144,3,Y,No,14,3,1,28,4,2,10,4,1,6
53,No,386,Male,Travel_Rarely,Research & Development,3,4,Medical,3,3,4,Research Director,3,Married,17584,3,Y,Yes,16,3,4,21,5,2,5,3,1,3
42,No,387,Male,Travel_Rarely,Sales,1,1,Life Sciences,2,3,2,Sales Executive,3,Married,4907,1,Y,No,25,4,3,20,3,3,20,16,11,6
29,No,388,Male,Travel_Frequently,Sales,2,2,Life Sciences,2,3,2,Sales Executive,4,Single,4554,1,Y,No,18,3,1,10,3,2,10,7,0,9
55,No,389,Male,Travel_Rarely,Research & Development,20,2,Technical Degree,2,3,2,Laboratory Technician,4,Married,5415,3,Y,Yes,19,3,4,12,4,3,10,7,0,8
26,No,390,Male,Travel_Frequently,Research & Development,11,2,Medical,1,3,2,Healthcare Representative,1,Married,4741,1,Y,Yes,13,3,3,5,3,3,5,3,3,3
37,No,391,Female,Travel_Rarely,Research & Development,1,3,Life Sciences,4,3,1,Research Scientist,4,Single,2115,1,Y,No,12,3,2,17,3,3,17,12,5,7
44,Yes,392,Male,Travel_Frequently,Research & Development,24,3,Life Sciences,4,3,1,Laboratory Technician,3,Divorced,3161,3,Y,Yes,22,4,4,19,0,1,1,0,0,0
38,No,393,Male,Travel_Rarely,Research & Development,23,4,Life Sciences,4,3,2,Healthcare Representative,4,Divorced,5745,9,Y,No,14,3,2,10,2,3,2,2,1,2
26,Yes,394,Male,Travel_Rarely,Research & Development,16,4,Medical,1,3,1,Laboratory Technician,2,Divorced,2373,2,Y,Yes,13,3,4,5,2,3,3,2,0,2
28,No,395,Female,Travel_Rarely,Research & Development,8,2,Life Sciences,4,3,1,Research Scientist,4,Single,3310,1,Y,No,21,4,4,5,3,3,5,3,0,2
49,No,396,Female,Travel_Frequently,Research & Development,10,4,Life Sciences,3,3,5,Research Director,1,Single,18665,9,Y,Yes,11,3,4,22,4,3,3,2,1,2
36,No,397,Male,Travel_Rarely,Research & Development,3,3,Technical Degree,3,3,2,Research Scientist,2,Single,4485,4,Y,No,12,3,4,10,2,3,8,0,7,7
31,No,399,Female,Travel_Frequently,Sales,5,3,Marketing,4,3,1,Sales Representative,2,Divorced,2789,1,Y,No,11,3,3,2,5,2,2,2,2,2
26,Yes,401,Male,Travel_Rarely,Sales,4,4,Marketing,4,2,2,Sales Executive,4,Single,5828,1,Y,Yes,12,3,2,8,0,3,8,7,7,4
37,No,403,Male,Travel_Frequently,Research & Development,9,3,Medical,2,3,1,Research Scientist,4,Married,2326,1,Y,Yes,12,3,3,4,3,2,4,2,1,2
42,No,404,Female,Travel_Frequently,Sales,26,3,Marketing,3,3,4,Sales Executive,2,Married,13525,5,Y,No,14,3,4,23,2,4,20,4,4,8
18,Yes,405,Male,Travel_Rarely,Research & Development,3,3,Life Sciences,3,3,1,Laboratory Technician,3,Single,1420,1,Y,No,13,3,3,0,2,3,0,0,0,0
35,No,406,Male,Travel_Rarely,Sales,16,3,Marketing,3,3,3,Sales Executive,2,Married,8020,0,Y,No,15,3,3,12,3,2,11,9,6,9
36,No,407,Male,Travel_Frequently,Research & Development,18,4,Life Sciences,3,4,1,Laboratory Technician,4,Married,3688,4,Y,No,18,3,4,4,2,3,1,0,0,0
51,No,408,Male,Travel_Rarely,Research & Development,2,3,Medical,4,1,2,Manufacturing Director,2,Divorced,5482,5,Y,No,18,3,4,13,3,3,4,1,1,2
41,No,410,Male,Travel_Rarely,Sales,2,4,Life Sciences,4,3,4,Manager,2,Single,16015,1,Y,No,19,3,2,22,2,3,22,10,0,4
18,No,411,Female,Travel_Rarely,Sales,10,3,Medical,4,2,1,Sales Representative,3,Single,1200,1,Y,No,12,3,1,0,2,3,0,0,0,0
28,No,412,Male,Travel_Rarely,Research & Development,16,2,Medical,2,4,2,Healthcare Representative,1,Single,5661,0,Y,No,19,3,3,9,2,3,8,3,0,7
31,No,416,Male,Travel_Rarely,Sales,7,3,Technical Degree,2,4,2,Sales Executive,4,Married,6929,4,Y,No,11,3,2,10,3,2,8,7,7,7
39,No,417,Male,Travel_Rarely,Research & Development,1,3,Medical,3,4,3,Healthcare Representative,4,Divorced,9613,0,Y,No,17,3,1,19,5,2,18,10,3,7
36,No,419,Female,Non-Travel,Research & Development,24,4,Life Sciences,2,3,2,Laboratory Technician,2,Married,5674,7,Y,No,15,3,3,11,3,3,9,8,0,8
32,No,420,Male,Travel_Rarely,Sales,7,3,Life Sciences,4,2,2,Sales Executive,3,Married,5484,1,Y,No,14,3,3,13,3,2,13,8,4,8
38,No,421,Female,Travel_Rarely,Research & Development,25,2,Life Sciences,1,2,3,Research Director,2,Married,12061,3,Y,No,17,3,3,19,2,3,10,8,0,1
58,No,422,Male,Non-Travel,Research & Development,1,4,Life Sciences,4,1,2,Healthcare Representative,3,Divorced,5660,2,Y,Yes,13,3,4,12,2,3,5,3,1,2
31,No,423,Male,Travel_Rarely,Research & Development,5,4,Technical Degree,3,3,1,Research Scientist,4,Married,4821,0,Y,Yes,12,3,3,6,4,3,5,2,0,3
31,No,424,Male,Travel_Rarely,Human Resources,2,3,Human Resources,1,2,2,Human Resources,1,Married,6410,3,Y,No,12,3,4,9,1,3,2,2,1,0
45,No,425,Male,Travel_Frequently,Research & Development,7,3,Life Sciences,1,3,3,Laboratory Technician,1,Divorced,5210,1,Y,No,18,3,1,24,2,3,24,9,9,11
31,No,426,Male,Travel_Rarely,Research & Development,2,4,Life Sciences,3,3,1,Research Scientist,4,Divorced,2695,0,Y,Yes,18,3,2,3,2,1,2,2,2,2
33,No,428,Female,Travel_Frequently,Research & Development,5,4,Life Sciences,4,3,3,Manager,2,Married,11878,6,Y,No,11,3,2,12,2,3,10,6,8,8
39,No,429,Male,Travel_Rarely,Research & Development,10,1,Medical,3,3,4,Manager,1,Married,17068,1,Y,Yes,14,3,4,21,3,3,21,9,11,10
43,No,430,Female,Travel_Frequently,Research & Development,10,4,Life Sciences,3,3,1,Laboratory Technician,4,Single,2455,0,Y,No,19,3,1,9,5,3,8,7,1,7
49,No,431,Female,Travel_Rarely,Research & Development,1,2,Technical Degree,3,2,4,Healthcare Representative,3,Single,13964,7,Y,Yes,12,3,4,25,2,3,7,1,0,7
52,Yes,433,Male,Travel_Rarely,Research & Development,8,4,Medical,3,2,2,Research Scientist,2,Married,4941,2,Y,No,15,3,1,11,3,2,8,2,7,7
27,No,434,Female,Travel_Rarely,Research & Development,5,3,Life Sciences,3,3,1,Research Scientist,2,Single,2478,1,Y,Yes,12,3,2,4,2,2,4,3,1,2
32,No,436,Female,Travel_Rarely,Sales,8,2,Technical Degree,3,2,2,Sales Executive,2,Married,5228,1,Y,Yes,11,3,4,13,2,3,13,12,11,9
27,No,437,Male,Travel_Rarely,Sales,2,3,Life Sciences,4,3,2,Sales Executive,3,Single,4478,1,Y,Yes,11,3,1,5,3,3,5,4,0,4
31,No,438,Male,Travel_Rarely,Sales,7,3,Marketing,4,3,2,Sales Executive,4,Divorced,7547,4,Y,No,12,3,4,13,3,3,7,7,1,7
32,No,439,Female,Travel_Rarely,Research & Development,2,4,Medical,1,4,2,Research Scientist,4,Single,5055,7,Y,No,16,3,3,10,0,2,7,7,0,7
28,Yes,440,Male,Travel_Rarely,Research & Development,2,4,Medical,1,1,1,Research Scientist,4,Married,3464,5,Y,Yes,13,3,4,5,4,2,3,2,2,2
30,No,441,Female,Travel_Rarely,Research & Development,28,2,Medical,4,3,2,Research Scientist,4,Married,5775,1,Y,No,13,3,4,11,2,3,10,8,1,9
31,No,442,Female,Travel_Frequently,Research & Development,7,2,Life Sciences,3,2,3,Manufacturing Director,3,Married,8943,1,Y,No,24,4,1,10,2,3,10,9,8,9
39,No,444,Male,Travel_Frequently,Research & Development,7,2,Medical,3,2,5,Manager,4,Married,19272,1,Y,No,15,3,1,21,2,3,21,9,13,3
39,Yes,445,Female,Travel_Rarely,Sales,3,2,Medical,4,3,2,Sales Executive,3,Married,5238,4,Y,Yes,18,3,1,12,3,2,1,0,0,0
33,No,446,Male,Travel_Frequently,Sales,10,3,Marketing,2,2,2,Sales Executive,4,Single,4682,3,Y,No,14,3,3,9,6,2,7,7,0,1
